제안ID,제안제목,제안본문내용,등록일자,연도,공감수,댓글수,답변여부,원문URL,대분류,중분류,소분류,분류근거_키워드,분류신뢰도,출산양육관련여부,수집키워드,수집방식,제외사유,웹크롤링_상세본문,자치구,임시_대분류,임시_중분류,임시_세분류,임시_생애주기,임시_담당부서,크롤링상태,HTTP상태,크롤링오류,보정필터_소스,검토메모
PROP-191811,아동을 위한 녹지 및 놀이시설 부족 문제와 해결방안,아동을 위한 녹지 및 놀이시설 부족 문제와 해결방안,2021-12-05,2021,16.0,3,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191811,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,공간·편의시설: 시설 + 아동,중,조합관련,공간·편의시설: 시설 + 아동,2차 문맥조합 수집,,"제  안  서
안녕하십니까? 저희는 동대문구 소재 경희대학교에서 ‘세계와 시민’ 강의를 수강하고 있는 학생들입니다. 현재 ‘아동인권 감수성’을 주제로 프로젝트를 진행 중이며, 구체적으로
‘아동을 위한 지역 사회의 시설 개선’
을 내용으로 실천적인 활동을 진행하고 있습니다. ‘아동을 위한 놀이 시설 및 녹지 확보’와 관련하여 제안 드리고자 합니다.
Ⅰ. 문제 상황
경희대학교 인근의 <회기 힐스테이트>는 직접 방문하여, 주변의 다른 아파트들은 인터넷 지도 서비스를 이용하여 답사한 결과, 다음과 같은 공통된 문제점을 확인할 수 있었습니다.
1. 놀이터 및 녹지 면적의 협소함
첨부한 [사진]에서 볼 수 있듯이 아파트의 규모와 세대 수에 비해 어린이를 위한 놀이 공간의 규모가 현저히 협소하다는 것을 알 수 있습니다. 더불어 놀이터의 위치가 섬 형태로 서로 분산되어 있고, 아파트 단지가 주변 도로와 연립주택 및 점포로 둘러싸여 있어서 실질적으로 아파트에 거주하는 아동이 이용할 수 있는 놀이 시설은 가장 가까운 놀이터 한두 곳에 불과하다는 것을 알 수 있습니다. 충분한 녹지 공간 및 야외 놀이공간 확보는 아동의 성장과 발달에 있어 매우 중요하므로 개선이 필요합니다.
2. 식수대, 화장실 등 시설 부족
식수대 및 화장실 등은 아동이 야외활동을 하기 위해 부가적으로 필요한 시설이지만, 조사한 아파트 대부분이 이러한 시설을 갖추고 있지 않았습니다. 특히 식수대는 여름철 아동의 야외활동 과정에서 필요적으로 갖추어야 할 시설이므로 개선이 필요합니다.
Ⅱ. 제안 내용
저희는 위와 같은 문제의 원인이 아파트 건설을 위한 사업시행자 및 건설사의 아동을 위한 시설 마련의 유인이 없다는 것에 있다고 보고, 다음과 같은 행정적 제재가 필요하다고 보았습니다. 즉, 토지형질변경 또는 건축허가 등 아파트 건설사업을 위해 필요한 행정청의 수익적 행정처분에 관련 부관을 붙이는 행정규제가 이루어져야 합니다. 형질변경 및 건축허가 과정에서 아동을 위한 일정면적 이상의 녹지 및 놀이 시설을 확보할 것과, 각종 편의 시설을 제공할 것을 ‘부담’ 또는 ‘조건’의 형식으로 부관에 붙여 건설 과정에서 상기한 시설이 확보될 수 있도록 행정처분 기준을 신설 또는 수정해주실 것을 제안합니다.
서울의 신규 아파트는 대부분 재개발 사업으로 이루어지고 있다는 점, 아파트 사업시행자는 서울의 높은 인구 밀도로 인해 높은 용적률을 확보하기 위한 압력을 받고 있다는 점 등을 고려하였을 때, 위와 같은 행정적 규제가 아동을 위한 시설 마련이라는 목적을 달성하는데 효과적이고도 최소한의 침해를 가져오는 것이라는 분석 하에 위와 같이 제안 드립니다.",,,,,,,,,,,
PROP-191792,공공시설 형태의 유아 대상 놀이공간 확대를 건의합니다.,공공시설 형태의 유아 대상 놀이공간 확대를 건의합니다.,2021-12-02,2021,5.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191792,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,공간·편의시설: 시설/공간 + 유아,중,조합관련,공간·편의시설: 시설/공간 + 유아,2차 문맥조합 수집,,공공시설 형태의 유아 대상 놀이공간 확대를 건의합니다.,,,,,,,,,,,
PROP-191780,어린이보호구역에서 전동킥보드 속도 제한 의무화,어린이보호구역에서 전동킥보드 속도 제한 의무화,2021-12-01,2021,11.0,8,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191780,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,아동_안전환경: 보호구역 + 어린이,중,조합관련,아동_안전환경: 보호구역 + 어린이,2차 문맥조합 수집,,"안녕하세요
.
저희는 서울여자대학교에서 바롬인성교육
III
을 수강하고 있는
‘
전동킥보드 안전하게 타조
’
입니다
.
저희는 한 학기동안 전동킥보드 안전 라이딩을 위한 다양한 활동을 수행하고 있습니다
.
올해
5
월
13
일 이후 개정된 도로 교통법이 시행되면서 전동킥보드 관련 문제들이 조금씩 해결되고 있습니다
.
하지만 저희가 조사해 본 결과 어린이 보호 구역과 관련된 전동킥보드 법안이 많이 부족하다는 점을 알게 되었습니다
.
스쿨존에서 규정 속도 등의 안전 의무를 위반하다 사고를 낸 운전자는 가중 처벌을 받게 하는 민식이법이 전동킥보드 이용자들에게도 똑같이 적용된다는 점을 제외하고는 사고를 철저히 예방할 수 있도록 하는 시스템이 전혀 마련되어 있지 않습니다
.
그래서 저희는 어린이 보호 구역에서 전동킥보드의 속도 제한을 의무화하는 것을 제안합니다
.
이때 단순히 이용자들의 속도 조절뿐만 아니라
,
공유전동킥보드 업체가 어린이 보호 구역에서는 전동킥보드의 속도가 자동 감속되도록 보행자들을 위한 안전 서비스를 구축해야한다고 생각합니다
.
한 공유전동킥보드 업체의 경우 어린이보호구역 사고를 예방하기 위하여 전동킥보드가 어린이 보호구역으로 진입하는 경우
,
시속
10km
이내로 자동 감속되도록 설정됩니다
.
고객이 킥보드를 타고 어린이 보호구역에 진입하는 경우 킥보드의
GPS(
지리정보시스템
)
가 진입을 확인하고
,
속도를 제한하는 방식입니다
.
세종시의 공유 전동킥보드는 최대 속도가 시속
20km
로 제한되며 어린이 보호구역으로 들어가면 자동으로 속도가 시속
10
㎞
이내로 줄어듭니다
.
또한
“
여기는 어린이 보호구역입니다
”
라는 안내방송이 나옵니다
.
세종시 관계자는 어린이보호구역에서 사고를 예방하기 위해 전동킥보드 속도를 조절하는 기능을 갖췄다며 전동킥보드가
GPS
를 통해 어린이보호구역을 인식해 자동으로 속도를 줄인다고 했습니다
.
이처럼 어린이 보호구역에서 전동킥보드 속도가 제한되도록 할 뿐만 아니라 전동킥보드가 어린이보호구역에 진입하면 자동으로 시속
10km
이내로 줄어들도록 하는 등의 시스템을 구축할 수 있도록 법안이 마련되어야 합니다
.
앞으로 안전한 전동킥보드 문화를 위해
,
시민 안전을 위해 정부와 전동킥보드 업체는 더욱 노력하는 것이 필요합니다
.
감사합니다
.",,,,,,,,,,,
PROP-191733,서울시 신혼부부 임차보증금 지원을 공공주택에도 확대 부탁드립니다.,서울시 신혼부부 임차보증금 지원을 공공주택에도 확대 부탁드립니다.,2021-11-23,2021,14.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191733,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신혼부부,상,직접관련,신혼부부,기존 1차 직접키워드 수집,,서울시 신혼부부 임차보증금 지원을 공공주택에도 확대 부탁드립니다.,,,,,,,,,,,
PROP-191711,서울시시립 어린이병원 주차장(내곡동),서울시시립 어린이병원 주차장(내곡동),2021-11-19,2021,5.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191711,보육·돌봄 인프라,아동 건강·의료 접근성,소아응급·야간진료·영유아검진,어린이병원,상,직접관련,어린이병원,확장 1차 생활키워드 수집,,"매주 2번 정도 손주 재활진료를 받으려고 시립병원을 방문하고 있는 할머니입니다.
여기에 오는 대부분의 아동들은 지체가 부자연한 아동으로 보호자의 도움으로 휠체어나 유모차를 이용하는 아동들입니다.
주차장간격이 일반 주차장과 같아 몸이 불편한 아동들을 태우고 내리는 문제 또한 어렵고 유모차나 휠체어를 내리는데 많은 어려움이 있으니 주차장간격을 완화하여 주시기를 부탁드립니다.",,,,,,,,,,,
PROP-191703,실질적이고 획기적인 임산부배려석 이용방안,실질적이고 획기적인 임산부배려석 이용방안,2021-11-18,2021,11.0,3,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191703,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,실질적이고 획기적인 임산부배려석 이용방안,,,,,,,,,,,
PROP-191671,임산부배려석 간단한 해결방안입니다.,임산부배려석 간단한 해결방안입니다.,2021-11-12,2021,7.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191671,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,임산부배려석 간단한 해결방안입니다.,,,,,,,,,,,
PROP-191657,다자녀 할인 공통 적용,다자녀 할인 공통 적용,2021-11-10,2021,5.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191657,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,다자녀,상,직접관련,다자녀,기존 1차 직접키워드 수집,,다자녀 할인 공통 적용,,,,,,,,,,,
PROP-191631,한부모 가정에게 상담 치료 바우처 지원을 제안합니다.,한부모 가정에게 상담 치료 바우처 지원을 제안합니다.,2021-11-04,2021,5.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191631,취약·다양가족 사각지대,한부모·위기임산부,한부모·미혼부모·위기임산부,한부모,상,직접관련,한부모,기존 1차 직접키워드 수집,,한부모 가정에게 상담 치료 바우처 지원을 제안합니다.,,,,,,,,,,,
PROP-191572,임산부 뱃지에 관하여,임산부 뱃지에 관하여,2021-10-29,2021,7.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191572,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,임산부 뱃지에 관하여,,,,,,,,,,,
PROP-191567,"교통약자(장애인, 임산부, 노인 등)가 공공 기관 및 시설물 등의 고층 엘리베이터를 기다리는 동안 잠시라도 착석 가능한 밴치 설치","교통약자(장애인, 임산부, 노인 등)가 공공 기관 및 시설물 등의 고층 엘리베이터를 기다리는 동안 잠시라도 착석 가능한 밴치 설치",2021-10-29,2021,7.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191567,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,"교통약자(장애인, 임산부, 노인 등)가 공공 기관 및 시설물 등의 고층 엘리베이터를 기다리는 동안 잠시라도 착석 가능한 밴치 설치",,,,,,,,,,,
PROP-191559,임산부 배려석 활용 방안,임산부 배려석 활용 방안,2021-10-28,2021,11.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191559,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,임산부 배려석 활용 방안,,,,,,,,,,,
PROP-191535,임산부 배려석 옆에 아동 배려석 추가 조성 제안,임산부 배려석 옆에 아동 배려석 추가 조성 제안,2021-10-24,2021,6.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191535,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,임산부 배려석 옆에 아동 배려석 추가 조성 제안,,,,,,,,,,,
PROP-191534,방향성을 수정한 임산부 배려석 인식개선 캠페인 제안,방향성을 수정한 임산부 배려석 인식개선 캠페인 제안,2021-10-24,2021,6.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191534,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,방향성을 수정한 임산부 배려석 인식개선 캠페인 제안,,,,,,,,,,,
PROP-191498,어린이 보호구역 주정차 금지,어린이 보호구역 주정차 금지,2021-10-21,2021,5.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191498,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,아동_안전환경: 보호구역 + 어린이,중,조합관련,아동_안전환경: 보호구역 + 어린이,2차 문맥조합 수집,,"어린이 보호구역 내 주정차 전면금지법에 대해서 매우 공감합니다.
하지만 저는 미국에서 10여년 넘게 생활하다 귀국해 보니 한국에서의 좋은점과 선진국과 비교해 볼 때 아직 미흡한 점들이 잘 발견되곤 합니다.
이시행령에 대해서도 미흡한점을 발견했는데 드랍과픽업을 할 수 있는 죤을 만든다면 좋겠다는 생각이 듭니다.
오늘 시행 첫날인데도 뉴스를 보니 필요성을 느끼는많은 분들이 있음도 보았습니다.
꼭 시정될 수 있기를 기대해 봅니다",,,,,,,,,,,
PROP-191492,임산부 뱃지 악용 - 정책 보완 건의사항,임산부 뱃지 악용 - 정책 보완 건의사항,2021-10-20,2021,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191492,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,임산부 뱃지 악용 - 정책 보완 건의사항,,,,,,,,,,,
PROP-191470,결혼 및 저출산문제에 대한 새로운 접근,결혼 및 저출산문제에 대한 새로운 접근,2021-10-14,2021,2.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191470,출산·산후 초기지원,출산가구 초기지원,출산지원금·출생축하,출산,상,직접관련,출산,기존 1차 직접키워드 수집,,결혼 및 저출산문제에 대한 새로운 접근,,,,,,,,,,,
PROP-191451,어린이 교통 안전법안_교통안전교육 의무화,어린이 교통 안전법안_교통안전교육 의무화,2021-10-12,2021,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191451,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,아동_안전환경: 안전 + 어린이,중,조합관련,아동_안전환경: 안전 + 어린이,2차 문맥조합 수집,,"제안이유
자동차와 퀵보드, 자동차와 자전거가 함께 다니는 도로는 성인들에게도 위험천만한 환경입니다.
퀵보드나 자전거의 이용이 대중화된지는 한참 되었으나, 어린시절부터 교통규칙에 대한 지도와 실습은 이루어지고 있지 않은 것이 현실 속에 어린이 교통사고는 꾸준히 증가하고 있는 추세입니다.
따라서 어린이 교통사고를 예방하기 위해 어린아이 때부터 철저한 예방교육이 이루어지는 것이 필요하다는 생각을 하게 되었습니다.
어린 시절부터 교통안전교육을 받으면 습관이 되어, 성인이 되어서도 교통질서를 잘 지킬 수 있게 될 것이고, 사고에 대한 경각심도 늘 가지고 안전하게 생활하게 될 것입니다.
따라서 유치원과 초등학교내에 교통안전 교육과 실습을 할 수 있는 공간과 시간을 제공하는 교통안전 법을 제안하고자 합니다.
주요내용
유치원과 초등학교에 다니는 학생들이 직접 체험할 수 있는 교통안전교육을 위한 전용 시설을 제공한다.
아동이 자전거와 인라인이나 킥보드를 탈 때에, 안전교육을 일정시간 수료한 이후 합격한 아동에게만 '어린이교통안전면허증'을 발급해준다.
유치원과 초등학교에 설치가 어려운 경우 지역사회에서 공동으로 사용가능한 교통안전교육시설장을 설치한다.
한달에 최소 한 번 이상 규칙적이고 정기적인 교육을 받도록 제공한다.
또한 아동이 자전거와 퀵보드를 탈 수 있는 전용도로를 만들어 일반 자동차와의 사고를 미연에 방지하려고 하는 노력을 서울시에서는 계속적으로 이어나가야 한다고 생각합니다.",,,,,,,,,,,
PROP-191449,서울시장부터 영유아까지 물 사용량 약속하고 절약하기,서울시장부터 영유아까지 물 사용량 약속하고 절약하기,2021-10-12,2021,2.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191449,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,영유아,상,직접관련,영유아,기존 1차 직접키워드 수집,,서울시장부터 영유아까지 물 사용량 약속하고 절약하기,,,,,,,,,,,
PROP-191388,아동 청소년을 위한 방과후 활동과 돌봄을 위해 지역 공간 개방에 대한 개선방안 마련,아동 청소년을 위한 방과후 활동과 돌봄을 위해 지역 공간 개방에 대한 개선방안 마련,2021-09-30,2021,2.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191388,보육·돌봄 인프라,초등돌봄,초등돌봄·방과후,공간·편의시설: 공간 + 아동,중,조합관련,공간·편의시설: 공간 + 아동,2차 문맥조합 수집,,"<
제안 배경
>
장기간 코로나로 인해 아동
,
청소년의 돌봄은 사각지대에 내몰리고 있습니다
.
돌봄을 개인의 문제가 아닌 지역사회가 함께 해결할 문제임을 인식하고 행동해야 할 때입니다
.
돌봄을 필요로 하는 이들이 무엇을 원하는지 당사자인 학생들은 무엇이 필요한지 우리의 귀와 눈을 열고 그들의 소리를 들어야 합니다
.
<
제안 내용
>
안전하게 활동하고 돌볼 수 있는 지역 내 공간과 프로그램이 필요합니다
.
어떻게 효율적으로 안전하게 운영할 수 있을지 함께 의견을 모아야 하며 이를 위해 학부모
,
학생
,
지역 사회 단체와 지자체의 소통 창구인 온라인 공론장을 열어줄 것을 제안합니다
.",,,,,,,,,,,
PROP-191363,"어린이집,학교, 노인시설등의 차량과속 사고예방 해결방법","어린이집,학교, 노인시설등의 차량과속 사고예방 해결방법",2021-09-28,2021,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191363,보육·돌봄 인프라,어린이집·유치원,보육시설·유아교육,어린이집,상,직접관련,어린이집,기존 1차 직접키워드 수집,,"어린이집,학교, 노인시설등의 차량과속 사고예방 해결방법",,,,,,,,,,,
PROP-191294,서울특별시 생태친화보육에 지역 꽃집이 참여할 수 있게 해주세요!,서울특별시 생태친화보육에 지역 꽃집이 참여할 수 있게 해주세요!,2021-09-21,2021,10.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191294,보육·돌봄 인프라,어린이집·유치원,보육시설·유아교육,보육,상,직접관련,보육,기존 1차 직접키워드 수집,,서울특별시 생태친화보육에 지역 꽃집이 참여할 수 있게 해주세요!,,,,,,,,,,,
PROP-191244,공공교통의 임산부석 폐지해주세요~,공공교통의 임산부석 폐지해주세요~,2021-09-13,2021,7.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191244,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,공공교통의 임산부석 폐지해주세요~,,,,,,,,,,,
PROP-191232,쌍둥이 출산시 도우미 지원 해주세요!!!,쌍둥이 출산시 도우미 지원 해주세요!!!,2021-09-12,2021,5.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191232,출산·산후 초기지원,출산가구 초기지원,출산지원금·출생축하,출산,상,직접관련,출산,기존 1차 직접키워드 수집,,쌍둥이 출산시 도우미 지원 해주세요!!!,,,,,,,,,,,
PROP-191195,"저출산, 육아 정책 제안","저출산, 육아 정책 제안",2021-09-08,2021,61.0,2,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191195,출산·산후 초기지원,출산가구 초기지원,출산지원금·출생축하,"출산, 육아",상,직접관련,출산,기존 1차 직접키워드 수집,,"저출산, 육아 정책 제안",,,,,,,,,,,
PROP-191088,독립문 공원 건너편 &#34;독립운동가 가족을 생각하는 작은집&#34;  조적벽돌 교체해야 합니다.,독립문 공원 건너편 &#34;독립운동가 가족을 생각하는 작은집&#34;  조적벽돌 교체해야 합니다.,2021-08-24,2021,5.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191088,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,공간·편의시설: 공원 + 가족,중,조합관련,공간·편의시설: 공원 + 가족,2차 문맥조합 수집,,"독립문 공원 길 건너편에 있는 ""독립운동가 가족을 생각하는 작은집"" 에 사용된 벽돌을 교체 해야 합니다.
그 취지는 매우 고맙고 환영 할 일이지만
이 구조물이 언제 완성 되었는지는 모르겠으나 우리나라에도 용도에 적합한 벽돌이 흔한데 무슨 이유 인지는 모르나
중국벽돌로 조적 되어 있고 이보다 더 한심한 일은 중국 폐건물에서 나온 재생 벽돌을 사용하여 조적 되어 있습니다.
간혹 일반 건축물에서 멋스럽다는 이유로 폐벽돌을 사용 하기는 하나
어찌 ""독립운동가 가족을 생각하는 작은집""을 이런 폐벽돌을 사용 했는지
조속히 철거후 국내에서 용도에 맞는 벽돌로 교체 해야 합니다.",,,,,,,,,,,
PROP-191054,코로나 시국에 임산부 단축근무는 &#39;임신 전체기간&#39;으로 제도 바꿔주세요.,코로나 시국에 임산부 단축근무는 &#39;임신 전체기간&#39;으로 제도 바꿔주세요.,2021-08-20,2021,13.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191054,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,"임신, 임산부",상,직접관련,임신,기존 1차 직접키워드 수집,,코로나 시국에 임산부 단축근무는 &#39;임신 전체기간&#39;으로 제도 바꿔주세요.,,,,,,,,,,,
PROP-191053,어린이집 증원을 요청드립니다,어린이집 증원을 요청드립니다,2021-08-20,2021,8.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191053,보육·돌봄 인프라,어린이집·유치원,보육시설·유아교육,어린이집,상,직접관련,어린이집,기존 1차 직접키워드 수집,,어린이집 증원을 요청드립니다,,,,,,,,,,,
PROP-191049,&#34;임신육아 종합포털 아이사랑&#34;에 어린이집 홈페이지 이관 또는 연동이 되게 해 주세요.,&#34;임신육아 종합포털 아이사랑&#34;에 어린이집 홈페이지 이관 또는 연동이 되게 해 주세요.,2021-08-20,2021,5.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191049,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,"임신, 육아, 어린이집",상,직접관련,임신,기존 1차 직접키워드 수집,,&#34;임신육아 종합포털 아이사랑&#34;에 어린이집 홈페이지 이관 또는 연동이 되게 해 주세요.,,,,,,,,,,,
PROP-190968,어린이집 장기미종사자,어린이집 장기미종사자,2021-08-09,2021,5.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=190968,보육·돌봄 인프라,어린이집·유치원,보육시설·유아교육,어린이집,상,직접관련,어린이집,기존 1차 직접키워드 수집,,어린이집 장기미종사자,,,,,,,,,,,
PROP-190951,다둥이카드 앱설치이용,다둥이카드 앱설치이용,2021-08-06,2021,17.0,4,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=190951,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,다둥이,상,직접관련,다둥이,기존 1차 직접키워드 수집,,다둥이카드 앱설치이용,,,,,,,,,,,
PROP-190902,"어린이집, 유치원 학부모 백신 우선접종","어린이집, 유치원 학부모 백신 우선접종",2021-07-30,2021,8.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=190902,보육·돌봄 인프라,어린이집·유치원,보육시설·유아교육,"어린이집, 유치원",상,직접관련,어린이집,기존 1차 직접키워드 수집,,"어린이집, 유치원 학부모 백신 우선접종",,,,,,,,,,,
PROP-190802,"서울시 청년 비제조/비영리 스타트업 지원 아이디어(장기 공간 대여, 전월세 주거 지원, 상품 유통 홍보)","서울시 청년 비제조/비영리 스타트업 지원 아이디어(장기 공간 대여, 전월세 주거 지원, 상품 유통 홍보)",2021-07-19,2021,11.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=190802,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,공간·편의시설: 공간 + 아이,중,조합관련,공간·편의시설: 공간 + 아이,2차 문맥조합 수집,,"제조업 분야 스타트업 지원에 비해 상대적으로 지원 규모가 작은 비제조/비영리 스타트업 청년 지원 방안과 관련해 제안합니다.
제안 내용 1) 스타트업을 위한 장기 공간 제공
초기 자본이 부족한 스타트업에서 중요한 것 중 하나가 고정적 지출비를 줄이는 것입니다. 그 중에서도 공간 임대료가 차지하는 비율이 매우 큽니다. 민간과 정부에서 지원하는 공간 임대 사업들이 많지만 대부분 단기(6개월 미만 등)입니다. 장기로 사무실을 제공할 경우는 제조업이나 AI와 같은 특정 분야 사업에 한해서만 공간 임대를 장기적으로 해주고 있습니다. 특히, AI 기업의 경우 무료/저렴한 공간 임대를 장기간 (5년) 제공받아 안정적으로 성장할 수 있는 기반이 마련되기도 합니다. 이러한 정책을 특정 분야에 한정하지 말고, 다양한 분야의 스타트업 (비제조/비영리)에게 문을 열어서, 청년들이 도전하고 지속할 수 있는 발판을 마련해주면 좋겠습니다. 특히, 시에서 지원하는 사업들이 단기 공간 임대 사업이 너무 많은데, 중장기 공간 지원책을 마련해주시면 도전하는 청년들에게 큰 도움이 될 것 같습니다.
제안 내용 2)
비영리/비제조 분야 스타트업 청년 종사자를 위한 전/월세 등 주거 지원
청년들을 지원하는 여러 주거 정책들이 나오고 있지만, 이러한 정책들은 항상 여러 조건이 붙습니다. 중소기업에서 일하는 청년들을 위한 정책은 있지만, 아직 수익이 발생하지 않는 초창기 스타트업을 운영하거나, 창업 멤버로 일하는 청년들은 자격 조건이 안되어 받지 못하는 지원들이 많습니다. 청년들을 위한 지원책에서 근로 형태에 대한 자격 요건을 완화하거나, 창업을 하는 청년들이 자격 조건이 인정받을 수 있도록 개정하여, 초기 창업에 도전하는 청년들이 주거 지원 혜택에서 소외되지 않았으면 좋겠습니다.
제안 내용 3) 스타트업 상품 유통/홍보 구축
제조업 스타트업의 경우 정부나 민간에서 상품을 유통하고 판매하고 자금을 지원받을 수 있는 많은 통로가 있습니다. 하지만 미디어 스타트업, 비영리 스타트업 등 비제조업 분야 스타트업은 자신들의 “상품”을 전시하고 홍보하여 소비자(독자)를 만날 수 있는 수단이 매우 적습니다. 비제조업 분야의 스타트업을 위한 다양한 형태의 상품들이 소개되고 판매될 수 있는 크라우드 펀딩이나 판촉/홍보 방법을 마련해준다면, 다양한 분야의 스타트업들이 더 많은 고객들에게 다가갈 수 있을 것같습니다.",,,,,,,,,,,
PROP-190761,아이들 안전한 등하교길을 만들어주세요,아이들 안전한 등하교길을 만들어주세요,2021-07-15,2021,12.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=190761,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,아동_안전환경: 안전 + 아이,중,조합관련,아동_안전환경: 안전 + 아이,2차 문맥조합 수집,,"안녕하세요 저는 두아이를 둔 아이엄마입니다. 이곳은 성산동 성산 이편한세상 2차 앞이에요
보시다시피 우리 아이들은 이길을 지나야 학교에 갈수 있는데요 양쪽으로 주차되어 있는 차량 멀리보이는 아파트 담벼락 아래로 불법 주차되어있는 차량으로 인해 이편한세상1.2차에 사는 아이들의 통학로가 매일 막혀있습니다
차량때문에 더 아이들과 사람들이 걸을수가 없는 상태구요 매번 주차단속을 벌인다 하더라도 한계가 있습니다. 구청민원실에서는 길이 좁아 인도설치가 힘들다는 답변 받았구요. 하지만 차도 양방향 못지나가는 도로인데 굳이 양방향 통행을 할필요가 있을까요?
1. 일방통행으로 한쪽에는 인도설치를 부탁드립니다.
2. 아이들 걸을수 있게 50센치 폭이라도 울타리만이라도 설치좀 해주세요
3. 이거저거 다 안되면 cctv하나 없는 골목길 입니다. 주정차 단속cctv달아서 절대 불법주차가 없도록 해주세요
정말 부탁드립니다",,,,,,,,,,,
